common,1.data,.data,
common,11-58806.data,.data,
common,11.data,.data,
common,12-54566.data,.data,
common,12.data,.data,
common,123456789987654123123456789987654321.data,.data,"Color
1 face
Girl
glasses"
common,14-62859.data,.data,
common,14.data,.data,
common,15-42991.data,.data,
common,15.data,.data,
common,17_face.data,.data,
common,1_1.bmp,.bmp,"black and White
one finger
400*560"
common,1_1.data,.data,"black and White
one finger
400*560"
common,1_1_scaled_1000_to_500.data,.data,"black and white
two fingers (same)
200*280"
common,1_1_scaled_500_to_600.data,.data,"black and white
two fingers
480*672"
common,2.data,.data,One face
common,2XS2001L02.data,.data,
common,2_1.bmp,.bmp,
common,2_1.data,.data,"black and White
one finger
400*560"
common,2_180.data,.data,
common,3-93453.data,.data,
common,32_faces.data,.data,
common,32_faces_399by527.data,.data,
common,32_faces_400by528.data,.data,
common,33_faces.data,.data,
common,3_1.bmp,.bmp,
common,3_1.data,.data,"black and White
one finger
400*560"
common,3_1_threshold_48.cfd,.cfd,
common,3_rotate90.data,.data,
common,4-33898.data,.data,
common,4.data,.data,
common,4Slap_Left.data,.data,
common,4Slap_Right.data,.data,
common,4_1.bmp,.bmp,
common,4_1.data,.data,
common,4_rotate270.data,.data,
common,5-66651.data,.data,
common,5.data,.data,
common,5_1.bmp,.bmp,
common,5_1.data,.data,
common,7-98707.data,.data,
common,7.data,.data,
common,8-68682.data,.data,
common,8.data,.data,
common,8face.data,.data,"Color
8 faces for the same person
400*528
Girl"
common,9_faces.data,.data,"Color
9 faces for the same person
400*528
Girl"
common,AESDBFace_test,-,
common,AESFacetest,-,
common,bigSize1500x1200.wsq,.wsq,"black and white
4 right slap
1500*1200"
common,childISO.data,.data,"color
face
child
boy
412*550"
common,Clean1upEnc,-,
common,closed_eyes.data,.data,
common,closed_right_eye.data,.data,
common,corruptDBFace,-,
common,eye1.data,.data,"black and white
left iris
640*480"
common,eye10.data,.data,"black and white
right iris
640*480"
common,eye2.data,.data,"black and white
right iris
640*480"
common,eye3.data,.data,"black and white
left iris
640*480"
common,eye4.data,.data,"black and white
right iris
640*480"
common,eye5.data,.data,"black and white
left iris
640*480"
common,eye6.data,.data,"black and white
right iris
640*480"
common,eye7.data,.data,"black and white
left iris
640*480"
common,eye8.data,.data,"black and white
right iris
640*480"
common,eye9.data,.data,"black and white
left iris
640*480"
common,face1.data,.data,"color
woman
old
mouth closed
400*528"
common,face1.yuv,.yuv,"color
woman
old
mouth closed
400*528"
common,face1_180.yuv,.yuv,"color
woman
old
mouth closed
400*528
rotated 180"
common,face1_270.yuv,.yuv,"color
woman
old
mouth closed
400*528
rotated 270"
common,face1_90.yuv,.yuv,"color
woman
old
mouth closed
400*528
rotated 90"
common,face1_test_db,-,
common,faceDBEncAES,-,
common,faceDBEncAES256,-,
common,faceDBEncChachaa,-,
common,faceDBEnChacha256,-,
common,faceISO.data,.data,"color
man
mouth closed
350*450"
common,face_11.data,.data,"color
woman
glasses
mouth open
1024*1024"
common,face_22.data,.data,"color
woman
mouth closed
1024*1024"
common,face_33.data,.data,"color
man
mouth open
1024*1024"
common,face_db_cleanup,-,
common,Face_eyes_closed.data,.data,"color
man
eye closed
mouth closed
366* 359"
common,face_test_db,-,
common,finger1.data,.data,"black and white
numeric minutiae
275*400"
common,finger1.wsq,.wsq,"black and white
500*500"
common,finger10.data,.data,"black and white
numeric minutiae
275*404"
common,finger11.data,.data,"black and white
numeric minutiae
275*405"
common,finger180.data,.data,"black and white
numeric minutiae
275*405"
common,finger2.data,.data,"black and white
numeric minutiae
275*400"
common,finger3.data,.data,"black and white
numeric minutiae
275*400"
common,finger4.data,.data,"black and white
numeric minutiae
275*400"
common,finger5.data,.data,"black and white
numeric minutiae
275*400"
common,finger6.data,.data,"black and white
numeric minutiae
275*400"
common,finger7.data,.data,"black and white
numeric minutiae
275*401"
common,finger8.data,.data,"black and white
numeric minutiae
275*402"
common,finger9.data,.data,"black and white
numeric minutiae
275*403"
common,fingerAEE,-,
common,fingerchachaCorruptF,-,
common,fingerDBEncAES,-,
common,fingerDBEncChacha,-,
common,fingert_db_CleanUp,-,
common,finger_180.data,.data,"black and white
numeric minutiae
275*400"
common,fingetestdb,-,
common,FVC2000_Db1_100_1.raw,.raw,"black and white
light
300*300"
common,FVC2000_Db1_100_2.raw,.raw,"black and white
light
300*300"
common,FVC2000_Db1_100_3.raw,.raw,"black and white
light
300*300"
common,FVC2000_Db1_100_4.raw,.raw,"black and white
light
300*300"
common,FVC2000_Db1_100_5.raw,.raw,"black and white
light
300*300"
common,FVC2000_Db1_100_6.raw,.raw,"black and white
light
300*300"
common,FVC2000_Db1_100_7.raw,.raw,"black and white
light
300*300"
common,FVC2000_Db1_100_8.raw,.raw,"black and white
light
300*301"
common,head-tilt.data,.data,
common,iris1.raw,.raw,"black and white
4 iris (same)
1280*720"
common,iris2.raw,.raw,
common,iris3.raw,.raw,
common,irisBoth.raw,.raw,"black and white
both iris
160*240"
common,irisISO.raw,.raw,
common,iris_image.data,.data,"black and white
1800*980"
common,katt-williams-head-tilted.data,.data,"color
man
cap
mouth closed
beard
rotation 45
800*450"
common,left_4_slap_missing_middle.data,.data,"black and white
left slap
middle missed"
common,manifest.mf,.mf,
common,mouthOpen.data,.data,"color
woman
mouth open
rotation 0
442*627"
common,nfiq_rolledImg.wsq,.wsq,
common,No_Left_eye.data,.data,"color
man
no left eye
rotation 0
615*409"
common,Obama_closed_right_eye.data,.data,"black and white
man
right eye closed
rotation 0
594*395"
common,right_4_slap.data,.data,"black and white
right 4 slap
1000*500"
common,right_4_slap_missing_index.data,.data,"black and white
right 4 slap
missing index
1000*500"
common,right_4_slap_missing_little.data,.data,"black and white
right 4 slap
missing little
1000*500"
common,right_4_slap_missing_middle.data,.data,"black and white
right 4 slap
missing middle
1000*501"
common,right_4_slap_missing_ring.data,.data,"black and white
right 4 slap
missing ring
1000*501"
common,Sunglases.data,.data,"color
man
sunglasses
224*225"
common,testWSQ.wsq,.wsq,"black and white
letter A
bad bit rate
64*64"
common,testWSQIn.data,.data,"black and white
letter A
64*64"
common,testWSQOut.data,.data,"black and white
letter A
64*64"
common,testWSQ_HighBitRateAndComment.wsq,.wsq,"black and white
letter A
high bit rate
64*64"
common,thumb_2_slap.data,.data,"black and white
thumb
left / right
1500*1000"
common,thumb_2_slap_missing_left.data,.data,"black and white
thumb
right / missing left
1500*1000"
common,thumb_2_slap_missing_right.data,.data,"black and white
thumb
right / missing right
1500*1001"
common,tiltedface.data,.data,
common\face_crop\input,3_faces.data,.data,"color
3 faces
woman
mouth open
mouth close
500*333"
common\face_crop\input,3_faces.png,.png,"color
3 faces
woman
mouth open
mouth close
500*333"
common\face_crop\input,blankwhite.data,.data,"blank photo
white
454*626"
common\face_crop\input,blankwhite.jpg,.jpg,"blank photo
white
454*626"
common\face_crop\input,handsome-man-wearing-glasses-high-res.data,.data,"color
man
glesses
smooth left rotation
1296*980"
common\face_crop\input,handsome-man-wearing-glasses-high-res.jpg,.jpg,"color
man
glesses
smooth left rotation
1296*980"
common\face_crop\input,man_with_glasses.data,.data,"color
man
glasses
mouth open
500*662"
common\face_crop\input,man_with_glasses.jpg,.jpg,"color
man
glasses
mouth open
500*662"
common\face_crop\input,woman_11.bmp,.bmp,"color
woman
smooth left rotation
eye open
mouth open
483*579"
common\face_crop\input,woman_11.data,.data,"color
woman
smooth left rotation
eye open
mouth open
483*579"
common\face_crop\input,woman_1_2.bmp,.bmp,"color
woman
smooth left rotation
eye open
394*297"
common\face_crop\input,woman_1_2.data,.data,"color
woman
smooth left rotation
eye open
394*297"
common\face_crop\ref,handsome-man-wearing-glasses-high-res-240.jpg,.jpg,
common\face_crop\ref,handsome-man-wearing-glasses-high-res-480.jpg,.jpg,
common\face_crop\ref,handsome-man-wearing-glasses-high-res-720.jpg,.jpg,
common\face_crop\ref,man_with_glasses-240.jpg,.jpg,
common\face_crop\ref,woman_11-240.bmp,.bmp,
common\face_crop\ref,woman_1_2-240.bmp,.bmp,
common\image\face,8face.jp2,.jp2,
common\image\face,9_faces.jp2,.jp2,
common\image\face,closed_eyes_BGR.bmp,.bmp,"color
man
eye closed
366*359"
common\image\face,closed_eyes_BGR.data,.data,"color
man
eye closed
rotation 0
366*359"
common\image\face,face1.data,.data,"color
woman
old
mouth closed
400*528"
common\image\face,face1.jp2,.jp2,"color
woman
eye open
mouth closed
rotation 0
400*528"
common\image\face,face1_BGR.data,.data,"color
woman
eye open
mouth closed
rotation 0
400*528"
common\image\face,face1_BGR.jp2,.jp2,"color
woman
eye open
mouth closed
rotation 0
400*528"
common\image\face,face3.jpg,.jpg,
common\image\finger,left_4_slap_missing_middle.data,.data,"black and white
left slap
middle missed"
common\image\finger,left_4_slap_missing_middle_GS.jp2,.jp2,"black and white
left slap 
missing middle
1500*1000"
common\image\finger,left_4_slap_missing_middle_GS.jpg,.jpg,"black and white
left slap 
missing middle
1500*1000"
common\image\finger,right_4_slap.data,.data,"black and white
right 4 slap
1000*500"
common\image\finger,right_4_slap_GS.data,.data,"black and white
right slap
1500*1000"
common\image\finger,right_4_slap_GS.jpg,.jpg,"black and white
right slap
1500*1000"
common\image\finger,thumb_2_slap.data,.data,"black and white
thumb
left / right
1500*1000"
common\image\finger,thumb_2_slap_GS.data,.data,"black and white
thumb
left / right
1500*1000"
common\image\finger,thumb_2_slap_GS.png,.png,"black and white
thumb
left / right
1500*1000"
common\image\iris,irisBoth_BGR.jp2,.jp2,
common\ISOEncodeDecode,0000_000.jp2,.jp2,"black and white
left
640*480"
common\ISOEncodeDecode,0000_000.jp2.bdb,.bdb,"black and white
left
640*480"
common\ISOEncodeDecode,0000_000.png,.png,"black and white
left
640*480"
common\ISOEncodeDecode,0000_000.png.bdb,.bdb,"black and white
left
640*480"
common\ISOEncodeDecode,0000_001.png,.png,
common\ISOEncodeDecode,0001_L_0001.BDB,.BDB,
common\ISOEncodeDecode,0001_L_0001.jpg,.jpg,
common\ISOEncodeDecode,0001_R_0001.BDB,.BDB,
common\ISOEncodeDecode,0001_R_0001.jpg,.jpg,
common\ISOEncodeDecode,1_1.jp2,.jp2,"black and white
400*560"
common\ISOEncodeDecode,1_1.jp2.bdb,.bdb,"black and white
400*560"
common\ISOEncodeDecode,1_1.jp2.corrupt,.corrupt,corrupt file
common\ISOEncodeDecode,1_1.jpg,.jpg,"black and white
400*560"
common\ISOEncodeDecode,1_1.jpg.bdb,.bdb,
common\ISOEncodeDecode,1_1.jpg.corrupt,.corrupt,corrupt file
common\ISOEncodeDecode,1_1.png,.png,"black and white
400*560"
common\ISOEncodeDecode,1_1.png.bdb,.bdb,
common\ISOEncodeDecode,1_1.png.corrupt,.corrupt,corrupt file
common\ISOEncodeDecode,face_01.j2k,.j2k,"color
man
mustache
348*480
rotation 0"
common\ISOEncodeDecode,face_01.j2k.bdb,.bdb,
common\ISOEncodeDecode,face_01.jpg,.jpg,"color
man
mustache
348*480
rotation 0"
common\ISOEncodeDecode,face_01.jpg.bdb,.bdb,
common\ISOEncodeDecode,face_01.png,.png,"color
man
mustache
348*480
rotation 0"
common\ISOEncodeDecode,face_01.png.bdb,.bdb,
common\ISOEncodeDecode,face_02.jpg,.jpg,"color
man
mustache
bread
348*480
rotation 0"
common\ISOEncodeDecode,face_02.jpg.bdb,.bdb,
common\ISOEncodeDecode,nfiq_good.BDB,.BDB,"black and white
right index
good NFIQ
832*768"
common\ISOEncodeDecode,nfiq_good.wsq,.wsq,"black and white
right index
good NFIQ
832*768"
common\ISOEncodeDecode,nfiq_good.wsq.corrupt,.corrupt,corrupt file
common\ISOEncodeDecode,nfiq_poor.bdb,.bdb,"black and white
right middle
good NFIQ
832*768"
common\ISOEncodeDecode,nfiq_poor.wsq,.wsq,"black and white
right middle
good NFIQ
832*768"
common\nist,ansi378.fmrpiv,.fmrpiv,
common\nist,ansi378Fingers10.fmr,.fmr,
common\nist,bad_config.txt,.txt,
common\nist,face.j2k,.j2k,
common\nist,face.jpg,.jpg,"color
man
mustaches
bread
rotation 0
384*480"
common\nist,fingerprint.wsq,.wsq,"black and white
800*750"
common\nist,minutiae.mnt,.mnt,
common\nist\references,long_string.nist,.nist,
common\nist\references,refAnsi378Fingers10.nist,.nist,
common\nist\references,refCustomIndex.nist,.nist,
common\nist\references,refFileAutoAndCustomIDC.nist,.nist,
common\nist\references,refFileCreationDisableAutoIDC1.nist,.nist,
common\nist\references,refFileCreationDisableAutoIDC2.nist,.nist,
common\nist\references,refFileCustomFieldNumber1.nist,.nist,
common\nist\references,refFileCustomFieldNumber1_MissingRecord10.nist,.nist,
common\nist\references,refFileCustomFieldNumber2.nist,.nist,
common\nist\references,refFullFile.nist,.nist,
common\nist\references,refJ2K.nist,.nist,
common\nist\references,refRec14EmptyImage.nist,.nist,
common\nist\references,TX12345678.nist,.nist,
common\nist\special-files,NewlineRecord.tdf,.tdf,
common\nist\special-files,NewlineRecord.text,.text,
common\nist\threads,fingerprint_000.wsq,.wsq,
common\nist\threads,fingerprint_001.wsq,.wsq,
common\nist\threads,fingerprint_002.wsq,.wsq,
common\nist\threads,fingerprint_003.wsq,.wsq,
common\nist\threads,fingerprint_004.wsq,.wsq,
common\nist\threads,fingerprint_005.wsq,.wsq,
common\nist\threads,fingerprint_006.wsq,.wsq,
common\nist\threads,fingerprint_007.wsq,.wsq,
common\nist\threads,fingerprint_008.wsq,.wsq,
common\nist\threads,photo_000.jpg,.jpg,
common\nist\threads,photo_001.jpg,.jpg,
common\nist\threads,photo_002.jpg,.jpg,
common\nist\threads,photo_003.jpg,.jpg,
common\tmpl_ANSI,1_1.cfd,.cfd,
common\tmpl_ANSI,2_1.cfd,.cfd,
common\tmpl_ANSI,3_1.cfd,.cfd,
common\tmpl_ANSI,4_1.cfd,.cfd,
common\tmpl_ANSI,5_1.cfd,.cfd,
common\tmpl_ISO,1_1.cfd,.cfd,
common\tmpl_ISO,2_1.cfd,.cfd,
common\tmpl_ISO,3_1.cfd,.cfd,
common\tmpl_ISO,4_1.cfd,.cfd,
common\tmpl_ISO,5_1.cfd,.cfd,
common\tmpl_ISOCC,1_1.cfd,.cfd,
common\tmpl_ISOCC,2_1.cfd,.cfd,
common\tmpl_ISOCC,3_1.cfd,.cfd,
common\tmpl_ISOCC,4_1.cfd,.cfd,
common\tmpl_ISOCC,5_1.cfd,.cfd,
common\tmpl_US,1_1_ANSI_MAX_20.cfd,.cfd,
common\tmpl_US,1_1_ISOCC.cfd,.cfd,
common\tmpl_US,1_1_ISOCC_MAX_20.cfd,.cfd,
common\tmpl_US,2_1_ANSI_MAX_20.cfd,.cfd,
common\tmpl_US,2_1_ISOCC.cfd,.cfd,
common\tmpl_US,2_1_ISOCC_MAX_20.cfd,.cfd,
common\tmpl_US,3_1_ANSI_MAX_20.cfd,.cfd,
common\tmpl_US,3_1_ISOCC.cfd,.cfd,
common\tmpl_US,3_1_ISOCC_MAX_20.cfd,.cfd,
common\tmpl_US\linux,1_1_ANSI.cfd,.cfd,
common\tmpl_US\linux,1_1_ISO.cfd,.cfd,
common\tmpl_US\linux,2_1_ANSI.cfd,.cfd,
common\tmpl_US\linux,2_1_ISO.cfd,.cfd,
common\tmpl_US\linux,3_1_ANSI.cfd,.cfd,
common\tmpl_US\linux,3_1_ISO.cfd,.cfd,
common\tmpl_US\windows,1_1_ANSI.cfd,.cfd,
common\tmpl_US\windows,1_1_ISO.cfd,.cfd,
common\tmpl_US\windows,2_1_ANSI.cfd,.cfd,
common\tmpl_US\windows,2_1_ISO.cfd,.cfd,
common\tmpl_US\windows,3_1_ANSI.cfd,.cfd,
common\tmpl_US\windows,3_1_ISO.cfd,.cfd,
face,faceQualityCfg.json,.json,
face,gpuCfg.json,.json,
face\image,0000000018078471_X11A.data,.data,"color
woman
rotation 0
mouth closed
354*471"
face\image,11.data,.data,
face\image,12.data,.data,
face\image,13.data,.data,"color
woman
rotation 0
mouth closed
413*626"
face\image,14.data,.data,
face\image,144.data,.data,"color
two men
one turned right
mouth open
one turned left
rotation 0
588*524"
face\image,15.data,.data,
face\image,17.data,.data,"color
man
rotation 0
mouth closed
eyes mi-open
448*600"
face\image,1_2.data,.data,"color
woman
mouth mi open
rotation -45
394*297"
face\image,1_3.data,.data,"color
man
mouth mi open
rotation 0
turned right
533*487"
face\image,1_4.data,.data,"color
woman
faces in background
looking left
rotation 0
431*300"
face\image,1_5.data,.data,"color
woman
glasses
mouth open
looking left
rotation 0
419*375"
face\image,1_6.data,.data,"color
woman
mouth open
rotation -10
turned left
426*600"
face\image,1_7.data,.data,"black and white
man
mouth mi-open
rotation 0
turned left
720*1080"
face\image,1_8.data,.data,"color
2 images
1/woman + rotation 20 + wering hat + mouth mi-open
2/woman + rotation 0
495*309"
face\image,1_9.data,.data,"color
old woman
glasses
rotation 0
background blue
720*576"
face\image,1_gallery.data,.data,"color
old woman
glasses
rotation 0
background blue
720*576"
face\image,1_probe.data,.data,(Same picture as previous one just the woman has different t-shirt's color)
face\image,21.data,.data,"color
2 faces
woman + man
mouth open
man rotation 10
woman rotation 20
736*537"
face\image,3.data,.data,"color
3 faces
woman
mouth open
mouth closed
500*333"
face\image,33.data,.data,"color
woman
mouth open
rotation 0
white background
371*438"
face\image,48.data,.data,
face\image,4_1.data,.data,
face\image,5_1.data,.data,
face\image,6.data,.data,"color
6 faces
3 men
3 women
mouth open
mouth closed
rotation 0 / -20 / 20
500*333"
face\image,6ren.data,.data,"color
6 faces
4 men
2 women
mouth closed
rotation 0
turned 0 / left
500*500"
face\image,6_1.data,.data,"color
woman
portrait
mouth open
rotation 0
blue background
800*1119"
face\image,8.data,.data,
face\image,b2.data,.data,
face\image,baby_4.data,.data,"color
mother and daugther
daugther rotation 90
mother rotation 45
mouth open
640*427"
face\image,black_white.data,.data,"black and white
family portrait
13 faces
5 men
8 women
rotation 0
mouth open / closed
500*349"
face\image,busy_background_false.data,.data,"color
old woman
mouth closed
rotation 0
trees background
220*281"
face\image,b_ears_not_obscured_by_hair_false.data,.data,"color
woman
mouth closed
rotation 0
ears hidden by hair
589*936"
face\image,b_ears_not_obscured_by_hair_true.data,.data,"color
man
blue backgrund
mouth closed
rotation 0
673*998"
face\image,b_eye_color_0_hair_color_0.data,.data,"color
man
mouth closed
rotation 0
turned left
white background
2736*3372"
face\image,b_eye_color_false.data,.data,"color
girl
colored hair (blue/yellow)
rotation 10
blue eyes
mouth closed
803*1094"
face\image,b_gray_scale_prof_false.data,.data,"color
old picture
old man
hat
rotation 0
not clear picture
532*755"
face\image,b_hair_color_false.data,.data,"color
girl
soft pink hair
rotation 10
mouth mi-open 
704*917"
face\image,b_no_moustache_False.data,.data,"color
man
moustache
bread
rotation 0
809*1087"
face\image,b_no_moustache_True.data,.data,"color
man
no moustache
turned right
mouth mi-open
rotation 0
711*876"
face\image,c15.data,.data,
face\image,cartoon_false.data,.data,"color
cartoon man
rotation -10
400*286"
face\image,chile.data,.data,"color
woman
old
mouth closed
400*528"
face\image,chile_10081_1213-58666_passall_3.data,.data,"color
man
portrait
mouth closed
rotation 0
white background
400*528"
face\image,contrast_6.data,.data,
face\image,Contrast_False.data,.data,"color
man
white yellow hair
portrait
rotation 0
mouth closed
contrast to white
325*409"
face\image,con_1.data,.data,
face\image,Dozens_Faces_M.data,.data,"color
many faces > 40
women + men
mouth open + closed
glasses and no glasses
2148*2140"
face\image,duoren_1.data,.data,"color
18 faces
me+ women
sunglasses + glasses + no glasses
mouth open + closed
848*505"
face\image,E3_S0_A1_4d_1_depth_91.raw,.raw,1280*720
face\image,exposure_false.data,.data,"color
man
faces in background
rotation 10
glasses
exposure : face too light
171*348"
face\image,EyePatch_False.data,.data,"color
girl
wearing eye sleeping patch
mouth open
300*300"
face\image,eye_open_false.data,.data,"color
man
eye closed
rotation 0
459*612"
face\image,eye_shadow_false.data,.data,"black and white
man
rotation 0
shadow too black
640*480"
face\image,Faceg.data,.data,
face\image,Facep.data,.data,
face\image,face_bad_quality_from_mosip.data,.data,"color
manglasses
rotation 0
moustache
bread
bad quality
240*320"
face\image,flash_5.data,.data,
face\image,flash_reflection_false.data,.data,"color
girl
sunglasses multi-color
turned right
648*642"
face\image,frames_uncover_eyes_false.data,.data,"color
girl
library background
glasses
mouth open
rotation 0
1000*704"
face\image,frontal_false.data,.data,"color
adult - boy
glasses
mouth mi-open
384*288"
face\image,GC_gallery.data,.data,"color
man
portrait
rotation 0
white background
269*360"
face\image,GC_probe.data,.data,"color
man
wearing mask
rotation 0
240*316"
face\image,glasses_true.data,.data,"color
woman
glasses
rotation 0
portait
white background
222*282"
face\image,Greyscale_False.data,.data,"color
man
mouth open 0
rotation 0
greyscale
640*480"
face\image,hair_cross_eye_false.data,.data,"color
girl
hair crossing one eye
mouth open
hands open front of the mouth
rotation 0
300*400"
face\image,hat_true.data,.data,"color
man
wearing hat
rotation 0
220*273"
face\image,heavy_frames_false.data,.data,"color
man
glasses
rotation -10
bread
moustache
long hair
498*500"
face\image,heying1.data,.data,"color
39 faces
men + women
glasses + no glasses
eye open + eye closed
mouth open + mouth closed
rotation 0
1589*1056"
face\image,hotspot_false.data,.data,"color
woman
portrait
rotation 0
214*286"
face\image,ID_00028_01.data,.data,"color
woman
short hair
image from news television
rotation 0
mouth mi-open
720*1280"
face\image,ID_00028_02.data,.data,"same person
wearing mask
720*1280"
face\image,ID_00845_1.data,.data,"color
man
image from news television
rotation 0
wearing mask
fingers on the mask
glasses
turning  right
720*1280"
face\image,ID_00845_2.data,.data,"same person
without mask
looking down
720*1280"
face\image,ID_00846_1.data,.data,"color
woman
glasses
rotation 0
mouth mi-open
1280*720"
face\image,ID_00846_2.data,.data,"same person/image
wearing mask
finger showing the mask
1280*720"
face\image,inked_false.data,.data,"color
man
portrait
white background
ink in white space
358*441"
face\image,irisBoth.raw,.raw,"black and white
both iris
160*240"
face\image,light_false.data,.data,"black and white
man
rotation 0
dark picture no light
640*480"
face\image,many_2.data,.data,"color
many faces >50
portrait
675*300"
face\image,mouth_close_false.data,.data,"color
girl
mouth open -smiling
white backgroun
portrait
rotation 0
400*528"
face\image,mult_face_013.data,.data,"color
5 faces - men
different ages
mouth open-closed
glasses - no glasses
1024*768"
face\image,n1.data,.data,"color
many faces
women men
different positions
glasses - no glasses
mouth open-closed
500*375"
face\image,o13.data,.data,
face\image,object_close_face_false.data,.data,"
color
man with pillow
two glasses
pillow close to face
1076*1436"
face\image,P1_gallery.data,.data,"color
man
glasses
portrait
rotation 0
mouth open
blue background
203*305"
face\image,P1_probe.data,.data,"same person - different picture
wearing mask
631*800"
face\image,pixelation_false.data,.data,"color
woman
portrait
rotation 0
short hair
bad pixel
400*528"
face\image,portCol00002.data,.data,
face\image,pose_roll_large_001.data,.data,"same person
rotation -45
looking left
1080*1440"
face\image,RedEye_False.data,.data,"color
woman
mouth open
red eyes
rotation 10
296*314"
face\image,right_4_slap.data,.data,"black and white
right 4 slap
1000*500"
face\image,Right_ok.data,.data,"color
man
portrait
rotation 0
white backgroun
200*200"
face\image,Ripple_False.data,.data,"color
woman
short hait
portrait 
rotation 0
busy white background
205*235"
face\image,rotate_44_001.data,.data,"color
man
portrait
rotation 45
white background
500*500"
face\image,S027-01-t10_03.raw,.raw,"color
man
wearing glasses
rotation 0
turning completely left
768*960"
face\image,S145-01-t10_02.raw,.raw,"color
old man
wearing glasses
rotation 0
turning completely left
768*960"
face\image,s19.data,.data,
face\image,S272-02-t10_01.raw,.raw,"color
old man
wearing glasses
rotation 0
looking left down
768*960"
face\image,shadow_across_face_false.data,.data,"greyscale image
man
glasses
shadow across the face
1076* 1436"
face\image,shadow_behind_head_false.data,.data,"greyscale image
adult
shadow behind the face
128*128"
face\image,Sharp_false.data,.data,"color
man moving
glasses
467*406"
face\image,shoulder_true.data,.data,"color
man
glasses
portrait
rotation 0
shoulders
175*225"
face\image,tenfaces.data,.data,"color
10 faces - men
footbal players
portrait
different poses
1215*649"
face\image,testFP_01261.data,.data,
face\image,testFP_01529.data,.data,
face\image,testFP_02432.data,.data,
face\image,tinted_glasses_false.data,.data,"color
man
white background
sunglasses
178*218"
face\image,TX0000000009AGV1_X01A.data,.data,"color
woman
wearinh hijjab
portrait
rotation 0
white background
276*370"
face\image,veil_false.data,.data,"color
man
wearing mask
have earings on left ear
portrait 
rotation 0
white background
750*750"
face\image,with_hat_cover.data,.data,"color
4 faces
doctors wearing hat
500*333"
face\resources,faceQualityCfg.json,.json,
